capdate,area,location,code,recap,species,Age,sex,repro,mass,faavg,bci
02/09/2013,Grand.Rapids,Squeaky,00074F890B,N,MYLU,A,F,NA,11.8,37.66666667,0.313274336
02/09/2013,Grand.Rapids,Squeaky,00074F8BBD,N,MYLU,A,M,NR,13.2,37.8,0.349206349
02/09/2013,Grand.Rapids,Squeaky,00074F8F06,N,MYLU,A,F,NR,8.6,37.33333333,0.230357143
02/09/2013,Grand.Rapids,Squeaky,00074F9049,N,MYLU,A,M,NR,12.6,38.56666667,0.326707001
02/09/2013,Grand.Rapids,Squeaky,00074F90FF,N,MYLU,A,M,NR,14.3,37.43333333,0.382012467
02/09/2013,Grand.Rapids,Squeaky,00074F94BC,N,MYLU,A,F,NR,13.6,37.03333333,0.367236724
02/09/2013,Grand.Rapids,Squeaky,00074F98E5,N,MYLU,A,F,NR,14.1,39,0.361538462
02/09/2013,Grand.Rapids,Squeaky,00074F9B1F,N,MYLU,A,F,NR,10.5,38.5,0.272727273
02/09/2013,Grand.Rapids,Abyss,00074F9B21,N,MYLU,A,M,NR,8.6,37,0.232432432
02/09/2013,Grand.Rapids,Squeaky,00074F9C28,N,MYLU,A,M,NR,13.4,37.26666667,0.359570662
02/09/2013,Grand.Rapids,Abyss,00074F9CB5,N,MYLU,A,M,NR,14.8,37.13333333,0.398563734
02/09/2013,Northwestern.Ontario,Richard.Lake,00074FA0B4,YP,MYLU,A,M,NR,9.5,37.03333333,0.256525653
02/09/2013,Grand.Rapids,Abyss,00074FA4D7,N,MYLU,A,F,NR,15.1,39.53333333,0.381956155
02/09/2013,Grand.Rapids,Abyss,00074FA52A,N,MYLU,A,M,NR,8.1,35.63333333,0.227315248
02/09/2013,Grand.Rapids,Squeaky,00074FA549,N,MYLU,A,M,NR,13.1,37.9,0.345646438
02/09/2013,Grand.Rapids,Abyss,00074FA5C7,N,MYLU,J,M,NR,8.9,38.1,0.233595801
02/09/2013,Grand.Rapids,Squeaky,00074FFF5F,N,MYLU,A,F,NR,13,40.1,0.324189526
03/09/2013,Thunder.Bay,Porcupine,7207857,YP,MYLU,A,M,NR,10.4,35.2,0.295454545
03/09/2013,Northwestern.Ontario,Richard.Lake,00069D424A,N,MYLU,A,M,NR,11.7,37.23333333,0.314234557
03/09/2013,Northwestern.Ontario,Richard.Lake,0006C7684D,N,MYLU,A,M,NR,12,36.56666667,0.32816773
03/09/2013,Grand.Rapids,Dale's,0006C76CAE,N,MYLU,A,M,NR,10.8,37.96666667,0.284460053
03/09/2013,Northwestern.Ontario,Richard.Lake,0006D2C6EF,YB,MYLU,A,M,NR,13.3,37.96666667,0.350307287
03/09/2013,Northwestern.Ontario,Richard.Lake,0006D74B72,N,MYLU,A,M,NR,8.1,38.73333333,0.209122203
03/09/2013,Northwestern.Ontario,Richard.Lake,0006DD74C8,N,MYLU,A,M,NR,9.3,37.83333333,0.245814978
03/09/2013,Northwestern.Ontario,Richard.Lake,0006DE551C,N,MYLU,A,M,NR,8.7,39.46666667,0.220439189
03/09/2013,Northwestern.Ontario,Richard.Lake,0006E92764,N,MYLU,J,M,NR,8,37.66666667,0.212389381
03/09/2013,Northwestern.Ontario,Richard.Lake,0006EA4F71,N,MYLU,A,M,NR,13,38.86666667,0.334476844
03/09/2013,Northwestern.Ontario,Richard.Lake,0006F22D83,N,MYLU,A,M,NR,12.3,37.33333333,0.329464286
03/09/2013,Northwestern.Ontario,Richard.Lake,0006F24A23,N,MYLU,A,M,NR,11.1,37.43333333,0.296527159
03/09/2013,Thunder.Bay,Porcupine,000719F1FC,YBP,MYLU,A,M,NR,12.7,37.86666667,0.335387324
03/09/2013,Thunder.Bay,Porcupine,00071A410D,YBP,MYLU,A,M,NR,11.8,36.7,0.321525886
03/09/2013,Thunder.Bay,Porcupine,00071A58EB,YP,MYLU,A,M,NR,10.8,36.3,0.297520661
03/09/2013,Thunder.Bay,Porcupine,00074AC62E,N,MYLU,J,F,NR,8.4,36.3,0.231404959
03/09/2013,Thunder.Bay,Porcupine,00074AF2A5,N,MYLU,A,M,NR,10.1,35.93333333,0.281076067
03/09/2013,Thunder.Bay,Porcupine,00074AF9E2,N,MYLU,A,M,NR,11.7,37.86666667,0.308978873
03/09/2013,Thunder.Bay,Porcupine,00074AFD5B,YP,MYLU,NA,NA,NA,NA,NA,NA
03/09/2013,Thunder.Bay,Porcupine,00074B03BB,N,MYLU,J,F,NR,7,31.26666667,0.223880597
03/09/2013,Thunder.Bay,Porcupine,00074B05FC,N,MYLU,A,M,NR,10.7,35.66666667,0.3
03/09/2013,Thunder.Bay,Porcupine,00074B069A,N,MYLU,A,M,NR,10.1,35,0.288571429
03/09/2013,Thunder.Bay,Porcupine,00074B09A1,YP,MYLU,A,M,NR,11.8,36.3,0.325068871
03/09/2013,Thunder.Bay,Porcupine,00074B0BFD,N,MYLU,A,M,NR,11.3,36.3,0.311294766
03/09/2013,Thunder.Bay,Porcupine,00074B0C95,N,MYLU,A,M,NR,12.3,35,0.351428571
03/09/2013,Thunder.Bay,Porcupine,00074B0D18,N,MYLU,A,M,NR,12.9,37.86666667,0.340669014
03/09/2013,Thunder.Bay,Porcupine,00074B136E,N,MYLU,A,M,NR,12,35,0.342857143
03/09/2013,Thunder.Bay,Porcupine,00074B1520,N,MYLU,A,M,NR,11.9,37,0.321621622
03/09/2013,Thunder.Bay,Porcupine,00074B1577,N,MYLU,A,M,NR,11.4,36.3,0.314049587
03/09/2013,Thunder.Bay,Porcupine,00074B1680,N,MYLU,A,M,NR,12,37,0.324324324
03/09/2013,Thunder.Bay,Porcupine,00074B1D18,N,MYLU,A,M,NR,12.1,36.3,0.333333333
03/09/2013,Thunder.Bay,Porcupine,00074B1D39,YP,MYLU,A,F,PL,11.1,36.3,0.305785124
03/09/2013,Thunder.Bay,Porcupine,00074B1D49,N,MYLU,A,M,NR,12.6,35.5,0.354929577
03/09/2013,Thunder.Bay,Porcupine,00074B20C5,N,MYLU,A,F,NR,11.6,36.3,0.319559229
03/09/2013,Thunder.Bay,Porcupine,00074B214A,N,MYLU,J,F,NR,7,35,0.2
03/09/2013,Thunder.Bay,Porcupine,00074B27E1,N,MYLU,A,F,NR,8.7,37,0.235135135
03/09/2013,Thunder.Bay,Porcupine,00074B293E,YP,MYLU,A,M,NR,12.6,34.73333333,0.362763916
03/09/2013,Thunder.Bay,Porcupine,00074B2CE2,YP,MYLU,NA,M,NR,11,35.2,0.3125
03/09/2013,Thunder.Bay,Porcupine,00074B3136,N,MYLU,A,M,NR,12.7,37.46666667,0.338967972
03/09/2013,Thunder.Bay,Porcupine,00074B3566,YP,MYLU,A,M,NR,11,35,0.314285714
03/09/2013,Thunder.Bay,Porcupine,00074B4211,N,MYLU,A,M,NR,12.4,35.2,0.352272727
03/09/2013,Thunder.Bay,Porcupine,00074B4351,N,MYLU,A,M,NR,13,36,0.361111111
03/09/2013,Thunder.Bay,Porcupine,00074B4494,N,MYLU,A,M,NR,11.7,35,0.334285714
03/09/2013,Thunder.Bay,Porcupine,00074B4548,N,MYLU,A,M,NR,12.1,37.4,0.323529412
03/09/2013,Thunder.Bay,Porcupine,00074B4FA5,N,MYLU,A,M,NR,12.6,36.3,0.347107438
03/09/2013,Thunder.Bay,Porcupine,00074B4FA6,N,MYLU,A,M,NR,9.8,141.3333333,0.069339623
03/09/2013,Thunder.Bay,Porcupine,00074B51DB,YP,MYLU,A,M,NR,11.5,36.56666667,0.314494075
03/09/2013,Thunder.Bay,Porcupine,00074B54B0,N,MYLU,A,M,NR,10.8,33.96666667,0.317958783
03/09/2013,Thunder.Bay,Porcupine,00074B5793,N,MYLU,A,M,NR,12.4,36.3,0.341597796
03/09/2013,Thunder.Bay,Porcupine,00074B57A1,N,MYLU,A,M,NR,12.6,35.66666667,0.353271028
03/09/2013,Thunder.Bay,Porcupine,00074B5818,N,MYLU,A,M,NR,9.3,35.1,0.264957265
03/09/2013,Thunder.Bay,Porcupine,00074B5AC5,N,MYLU,A,F,PL,9.3,35.2,0.264204545
03/09/2013,Thunder.Bay,Porcupine,00074B5B58,N,MYLU,A,M,NR,12.1,36.13333333,0.334870849
03/09/2013,Thunder.Bay,Porcupine,00074B5C64,N,MYLU,A,M,NR,12.9,36.3,0.355371901
03/09/2013,Thunder.Bay,Porcupine,00074B5D75,N,MYLU,A,M,NR,11.6,36.3,0.319559229
03/09/2013,Thunder.Bay,Porcupine,00074B87E5,N,MYLU,A,F,NR,11.8,36.3,0.325068871
03/09/2013,Thunder.Bay,Porcupine,00074BC287,N,MYLU,A,M,NR,11,36.3,0.303030303
03/09/2013,Thunder.Bay,Porcupine,00074BC41F,N,MYLU,A,M,NR,11.4,37.8,0.301587302
03/09/2013,Thunder.Bay,Porcupine,00074F6D81,YP,MYLU,A,M,NR,12.2,36,0.338888889
03/09/2013,Thunder.Bay,Porcupine,00074FC797,YP,MYLU,A,M,NR,12.3,36.1,0.340720222
03/09/2013,Thunder.Bay,Porcupine,00074FC797,YP,MYLU,A,M,NR,12.3,36.3,0.338842975
04/09/2013,Thunder.Bay,Porcupine,7203266,N,MYLU,A,M,NR,8.7,39.13333333,0.222316865
04/09/2013,Northwestern.Ontario,Richard.Lake,0006A945D6,N,MYLU,A,M,NR,12.2,39.96666667,0.305254379
04/09/2013,Northwestern.Ontario,Richard.Lake,0006C75A8F,N,MYLU,A,M,NR,11.7,37.7,0.310344828
04/09/2013,Northwestern.Ontario,Richard.Lake,0006D12171,N,MYLU,A,F,NR,10.3,40.36666667,0.255161024
04/09/2013,Northwestern.Ontario,Richard.Lake,0006EA4134,N,MYLU,A,M,NR,12.5,39,0.320512821
04/09/2013,Northwestern.Ontario,Richard.Lake,0006EE3330,N,MYLU,A,M,NR,10.4,37.43333333,0.277827248
04/09/2013,Northwestern.Ontario,Richard.Lake,0006F1FC63,N,MYLU,A,M,NR,10.7,38.9,0.275064267
04/09/2013,Thunder.Bay,Porcupine,00071A22BE,N,MYLU,J,F,NR,6.8,36.9,0.184281843
04/09/2013,Thunder.Bay,Porcupine,00071A27DC,YBP,MYLU,A,M,NR,12.7,36.86666667,0.344484629
04/09/2013,Thunder.Bay,Porcupine,00071A4105,YP,MYLU,NA,NA,NA,11.3,NA,NA
04/09/2013,Thunder.Bay,Porcupine,00071A4D76,YBP,MYLU,NA,NA,NR,11.1,NA,NA
04/09/2013,Thunder.Bay,Porcupine,00071A4E37,N,MYLU,A,M,NR,10,38.63333333,0.258843831
04/09/2013,Thunder.Bay,Porcupine,00071A5B0E,N,MYLU,A,M,NR,12,39.03333333,0.307429547
04/09/2013,Thunder.Bay,Porcupine,00071A5BB8,N,MYLU,A,M,NR,12.1,38.86666667,0.311320755
04/09/2013,Thunder.Bay,Porcupine,00071E76AD,N,MYLU,J,M,NR,7.7,37.63333333,0.204605846
04/09/2013,Thunder.Bay,Porcupine,00071E7F1A,N,MYLU,A,M,NR,12,38.83333333,0.309012876
04/09/2013,Thunder.Bay,Porcupine,00071E8818,N,MYLU,A,M,NR,12.2,37.6,0.324468085
04/09/2013,Thunder.Bay,Porcupine,00071E9549,N,MYLU,A,M,NR,9.4,37.26666667,0.252236136
04/09/2013,Thunder.Bay,Porcupine,00071EA580,N,MYLU,A,M,NR,11.9,37.5,0.317333333
04/09/2013,Thunder.Bay,Porcupine,00071EA7B1,N,MYLU,A,M,NR,11.1,38.63333333,0.287316652
04/09/2013,Thunder.Bay,Porcupine,00071FDE47,N,MYLU,J,F,NR,7.4,38.3,0.193211488
04/09/2013,Thunder.Bay,Porcupine,00071FEB6E,N,MYLU,A,M,NR,9,38.4,0.234375
04/09/2013,Thunder.Bay,Porcupine,00071FEE70,N,MYLU,A,F,NR,11.9,38.86666667,0.306174957
04/09/2013,Thunder.Bay,Porcupine,00071FF09F,YBP,MYLU,A,M,NR,10.5,37.8,0.277777778
04/09/2013,Thunder.Bay,Porcupine,000720131B,N,MYLU,A,M,NR,12.5,39.83333333,0.313807531
04/09/2013,Thunder.Bay,Porcupine,0007203ED3,N,MYLU,A,F,NR,11,38.1,0.288713911
04/09/2013,Thunder.Bay,Porcupine,0007205D57,N,MYLU,A,M,NR,7.4,38.73333333,0.191049914
04/09/2013,Thunder.Bay,Porcupine,00072073F1,N,MYLU,A,M,NR,11,38.86666667,0.283018868
04/09/2013,Thunder.Bay,Porcupine,00074AF573,N,MYLU,A,M,NR,11.3,36.66666667,0.308181818
04/09/2013,Thunder.Bay,Porcupine,00074AF5A9,N,MYLU,A,M,NR,10.8,35.2,0.306818182
04/09/2013,Thunder.Bay,Porcupine,00074AF6B2,N,MYLU,A,M,NR,12.6,36.26666667,0.347426471
04/09/2013,Thunder.Bay,Porcupine,00074AF94A,N,MYLU,J,F,NR,7.8,36.8,0.211956522
04/09/2013,Thunder.Bay,Porcupine,00074AF9E2,YP,MYLU,A,M,NR,11.4,37,0.308108108
04/09/2013,Thunder.Bay,Porcupine,00074AF9E2,YP,MYLU,NA,NA,NA,10.8,NA,NA
04/09/2013,Thunder.Bay,Porcupine,00074AFCCC,N,MYLU,A,M,NR,12.1,34.6,0.349710983
04/09/2013,Thunder.Bay,Porcupine,00074AFE02,N,MYLU,J,M,NR,7,38.06666667,0.183887916
04/09/2013,Thunder.Bay,Porcupine,00074AFFEF,N,MYLU,A,M,NR,12.3,34.6,0.355491329
04/09/2013,Thunder.Bay,Porcupine,00074B00B7,N,MYLU,A,M,NR,11.9,36.8,0.323369565
04/09/2013,Thunder.Bay,Porcupine,00074B03AD,YP,MYLU,A,M,NR,11.7,37.9,0.308707124
04/09/2013,Thunder.Bay,Porcupine,00074B04A6,N,MYLU,A,F,NR,10.8,35,0.308571429
04/09/2013,Thunder.Bay,Porcupine,00074B09A7,N,MYLU,J,M,NR,7.1,37.6,0.188829787
04/09/2013,Thunder.Bay,Porcupine,00074B0BFD,YP,MYLU,A,M,NR,11.1,36.3,0.305785124
04/09/2013,Thunder.Bay,Porcupine,00074B0C95,YP,MYLU,A,M,NR,12.4,35,0.354285714
04/09/2013,Thunder.Bay,Porcupine,00074B0D18,YP,MYLU,NA,M,NA,12.5,NA,NA
04/09/2013,Thunder.Bay,Porcupine,00074B108C,YP,MYLU,NA,M,NA,10.8,NA,NA
04/09/2013,Thunder.Bay,Porcupine,00074B109C,N,MYLU,A,M,NR,11.3,35.7,0.316526611
04/09/2013,Thunder.Bay,Porcupine,00074B14BC,N,MYLU,A,M,NR,13.2,36.93333333,0.357400722
04/09/2013,Thunder.Bay,Porcupine,00074B15FF,N,MYLU,A,M,NR,10.9,36.8,0.296195652
04/09/2013,Thunder.Bay,Porcupine,00074B1694,YP,MYLU,A,M,NR,12.5,38.5,0.324675325
04/09/2013,Thunder.Bay,Porcupine,00074B1985,N,MYLU,A,M,NR,11.4,35.13333333,0.324478178
04/09/2013,Thunder.Bay,Porcupine,00074B1BBA,N,MYLU,A,F,PL,12.2,37.1,0.32884097
04/09/2013,Thunder.Bay,Porcupine,00074B1F54,N,MYLU,A,M,NR,11.3,36.3,0.311294766
04/09/2013,Thunder.Bay,Porcupine,00074B20D2,N,MYLU,A,M,NR,11.8,37.4,0.315508021
04/09/2013,Thunder.Bay,Porcupine,00074B2898,N,MYLU,A,M,NR,11.5,35.2,0.326704545
04/09/2013,Thunder.Bay,Porcupine,00074B2936,N,MYLU,A,M,NR,11.3,35.7,0.316526611
04/09/2013,Thunder.Bay,Porcupine,00074B29EE,N,MYLU,A,M,NR,12.8,36.76666667,0.348141432
04/09/2013,Thunder.Bay,Porcupine,00074B2DC9,N,MYLU,J,F,NR,7.6,36.96666667,0.205590622
04/09/2013,Thunder.Bay,Porcupine,00074B306C,N,MYLU,A,M,NR,11.2,35.2,0.318181818
04/09/2013,Thunder.Bay,Porcupine,00074B307E,N,MYLU,A,M,NR,12,38.66666667,0.310344828
04/09/2013,Thunder.Bay,Porcupine,00074B307E,YP,MYLU,NA,NA,NA,10.4,NA,NA
04/09/2013,Thunder.Bay,Porcupine,00074B31BB,N,MYLU,A,M,NR,12,37.3,0.321715818
04/09/2013,Thunder.Bay,Porcupine,00074B327B,N,MYLU,A,M,NR,11.9,36.8,0.323369565
04/09/2013,Thunder.Bay,Porcupine,00074B36DF,N,MYLU,J,M,NR,7.9,36.3,0.217630854
04/09/2013,Thunder.Bay,Porcupine,00074B36FE,N,MYLU,A,M,NR,11,35.7,0.308123249
04/09/2013,Thunder.Bay,Porcupine,00074B386C,N,MYLU,A,M,NR,12.2,38.63333333,0.315789474
04/09/2013,Thunder.Bay,Porcupine,00074B3DF2,N,MYLU,A,M,NR,12,37,0.324324324
04/09/2013,Thunder.Bay,Porcupine,00074B443F,YP,MYLU,NA,NA,NA,10.2,NA,NA
04/09/2013,Thunder.Bay,Porcupine,00074B48A8,N,MYLU,J,F,NR,7.9,36.8,0.214673913
04/09/2013,Thunder.Bay,Porcupine,00074B4BF9,N,MYLU,A,M,NR,11.3,36.7,0.307901907
04/09/2013,Thunder.Bay,Porcupine,00074B51F5,N,MYLU,A,M,NR,11.4,36.8,0.309782609
04/09/2013,Thunder.Bay,Porcupine,00074B5284,N,MYLU,A,M,NR,10.8,35.2,0.306818182
04/09/2013,Thunder.Bay,Porcupine,00074B5393,N,MYLU,A,M,NR,11,34.1,0.322580645
04/09/2013,Thunder.Bay,Porcupine,00074B53F6,YP,MYLU,NA,NA,NA,12.1,NA,NA
04/09/2013,Thunder.Bay,Porcupine,00074B57A1,YP,MYLU,A,M,NR,12.2,35.7,0.341736695
04/09/2013,Thunder.Bay,Porcupine,00074B57AF,N,MYLU,A,M,NR,11.5,34.93333333,0.329198473
04/09/2013,Thunder.Bay,Porcupine,00074B5A1A,N,MYLU,J,F,NR,8.4,36.86666667,0.227848101
04/09/2013,Thunder.Bay,Porcupine,00074B5A1C,N,MYLU,A,F,NR,10.8,36.3,0.297520661
04/09/2013,Thunder.Bay,Porcupine,00074B5BC3,N,MYLU,A,M,NR,10.2,36.7,0.277929155
04/09/2013,Thunder.Bay,Porcupine,00074B5DDF,N,MYLU,A,M,NR,10.7,35.2,0.303977273
04/09/2013,Thunder.Bay,Porcupine,00074B7DD2,N,MYLU,A,M,NR,11.5,36.3,0.316804408
04/09/2013,Thunder.Bay,Porcupine,00074B7DD2,YP,MYLU,NA,NA,NA,11.2,NA,NA
05/09/2013,Thunder.Bay,Porcupine,7209769,N,MYLU,A,M,NR,10.9,36.63333333,0.297543221
05/09/2013,Northwestern.Ontario,Richard.Lake,0006A94643,N,MYLU,A,M,NR,13.6,39.8,0.341708543
05/09/2013,Grand.Rapids,Abyss,0006C7605F,N,MYLU,A,M,NR,16,39.15,0.408684547
05/09/2013,Northwestern.Ontario,Richard.Lake,0006C84A8D,N,MYLU,A,M,NR,11,37.9,0.290237467
05/09/2013,Northwestern.Ontario,Richard.Lake,0006D786EA,N,MYLU,A,M,NR,11.5,39.8,0.288944724
05/09/2013,Grand.Rapids,Firecamp,0006E9E780,N,MYLU,A,M,NR,14.4,39.3,0.366412214
05/09/2013,Grand.Rapids,Firecamp,0006EA2AE2,N,MYLU,A,F,NR,14.5,39.61666667,0.366007573
05/09/2013,Northwestern.Ontario,Richard.Lake,0006EA4B7B,N,MYLU,A,M,NR,9,37.73333333,0.238515901
05/09/2013,Northwestern.Ontario,Richard.Lake,0006EE1A2D,N,MYLU,A,M,NR,12,36.6,0.327868852
05/09/2013,Grand.Rapids,Firecamp,0006EE1F3F,N,MYLU,A,M,NR,13.6,39.6,0.343434343
05/09/2013,Grand.Rapids,Firecamp,0006EE36F2,N,MYLU,A,M,NR,13.2,38.13333333,0.346153846
05/09/2013,Northwestern.Ontario,Richard.Lake,0006EE5114,YB,MYLU,A,M,NR,12.9,37.2,0.346774194
05/09/2013,Northwestern.Ontario,Richard.Lake,0006F21A5F,N,MYLU,A,M,NR,13.1,36.2,0.361878453
05/09/2013,Grand.Rapids,Firecamp,0006F24CBD,N,MYLU,A,F,NR,14.5,37.76666667,0.383936452
05/09/2013,Thunder.Bay,Porcupine,000719F4DF,N,MYLU,A,M,NR,11.8,38.16666667,0.309170306
05/09/2013,Thunder.Bay,Porcupine,00071E69D7,N,MYLU,A,M,NR,11.3,39.03333333,0.289496157
05/09/2013,Thunder.Bay,Porcupine,00071E7F1A,YP,MYLU,NA,NA,NA,11.9,NA,NA
05/09/2013,Thunder.Bay,Porcupine,00071EAC03,N,MYLU,A,M,NR,10.8,37.86666667,0.285211268
05/09/2013,Thunder.Bay,Porcupine,00072036CD,N,MYLU,A,M,NR,12,39.16666667,0.306382979
05/09/2013,Thunder.Bay,Porcupine,0007203D00,N,MYLU,A,M,NR,11.6,37.8,0.306878307
05/09/2013,Thunder.Bay,Porcupine,000720791C,N,MYLU,A,M,NR,11.5,38.8,0.296391753
05/09/2013,Thunder.Bay,Porcupine,0007259E5F,N,MYLU,A,M,NR,12,38.96666667,0.307955518
05/09/2013,Thunder.Bay,Porcupine,000725C7C2,N,MYLU,A,M,NR,12.6,36.7,0.343324251
06/09/2013,Grand.Rapids,Abyss,0006A945C4,N,MYLU,A,F,NR,14,39.46666667,0.35472973
06/09/2013,Northwestern.Ontario,Richard.Lake,0006A9E5E2,N,MYLU,A,F,NR,11.2,37.2,0.301075269
06/09/2013,Grand.Rapids,Abyss,0006C748BC,N,MYLU,A,M,NR,13.6,37.21666667,0.365427676
06/09/2013,Grand.Rapids,Abyss,0006C75037,N,MYLU,A,F,NR,9.5,39.21666667,0.242243944
06/09/2013,Grand.Rapids,Abyss,0006DEAB51,N,MYLU,A,F,NR,13.6,38.66666667,0.351724138
06/09/2013,Grand.Rapids,Abyss,0006E9230F,N,MYLU,A,M,NR,13.5,38.9,0.347043702
06/09/2013,Grand.Rapids,Abyss,0006E9230F,YP,MYLU,A,M,NR,13.4,38.43333333,0.348655681
06/09/2013,Northwestern.Ontario,Richard.Lake,0006EA226F,N,MYLU,A,M,NR,10.6,38.56666667,0.274848747
06/09/2013,Grand.Rapids,Abyss,0006EB51F2,N,MYLU,A,F,NR,8.8,37.73333333,0.233215548
06/09/2013,Northwestern.Ontario,Richard.Lake,0006EE2292,N,MYLU,A,M,NR,11.6,37.9,0.306068602
06/09/2013,Grand.Rapids,Abyss,0006EE4537,N,MYLU,A,M,NR,12.9,39.11666667,0.329782701
06/09/2013,Grand.Rapids,Abyss,0006F223F4,N,MYLU,A,M,NR,13,37.4,0.347593583
06/09/2013,Grand.Rapids,Abyss,0006F23A90,N,MYLU,A,F,NR,14,38.55,0.363164721
06/09/2013,Grand.Rapids,Abyss,0006F24060,N,MYLU,A,M,NR,8.4,37.73333333,0.222614841
06/09/2013,Thunder.Bay,Little.Pig,00071A0990,N,MYLU,A,M,NR,11.1,38.63333333,0.287316652
06/09/2013,Thunder.Bay,Little.Pig,00071A2E5B,N,MYLU,A,M,NR,10.8,37.33333333,0.289285714
06/09/2013,Thunder.Bay,Little.Pig,00071A2E5B,YP,MYLU,A,M,NA,NA,NA,NA
06/09/2013,Thunder.Bay,Little.Pig,00071A345D,N,MYLU,A,M,NR,11.1,37.66666667,0.294690265
06/09/2013,Thunder.Bay,Little.Pig,00071A45ED,N,MYLU,A,M,NR,11.8,38.23333333,0.308631212
06/09/2013,Thunder.Bay,Little.Pig,00071E8993,N,MYLU,A,M,NR,11.2,38,0.294736842
06/09/2013,Thunder.Bay,Little.Pig,00071E8B2C,N,MYLU,A,M,NR,10.2,36.83333333,0.276923077
06/09/2013,Thunder.Bay,Little.Pig,00071E8DF3,N,MYLU,A,M,NR,11.4,34.03333333,0.33496572
06/09/2013,Thunder.Bay,Little.Pig,00071E90F4,N,MYLU,A,M,NR,10,38.76666667,0.257953568
06/09/2013,Thunder.Bay,Little.Pig,00071FE8A3,N,MYLU,J,M,NR,8.4,37.63333333,0.223206377
06/09/2013,Thunder.Bay,Little.Pig,00072033BD,N,MYLU,A,M,NR,11.7,38.06666667,0.307355517
06/09/2013,Thunder.Bay,Little.Pig,00072033BD,YP,MYLU,NA,NA,NA,NA,NA,NA
06/09/2013,Thunder.Bay,Little.Pig,000720576C,N,MYLU,J,F,NR,8.3,41.6,0.199519231
06/09/2013,Thunder.Bay,Little.Pig,000725F00E,N,MYLU,A,M,NR,11.7,38.26666667,0.305749129
06/09/2013,Grand.Rapids,Abyss,00074F2C12,YP,MYLU,A,M,NR,13.1,39.35,0.332909784
06/09/2013,Thunder.Bay,Little.Pig,00074F8DB4,YP,MYLU,A,M,NR,10.6,NA,NA
07/09/2013,Thunder.Bay,Little.Pig,7201049,N,MYLU,A,M,NR,11.5,37.86666667,0.303697183
07/09/2013,Grand.Rapids,Abyss,000697147A,YP,MYLU,A,M,NR,12.2,37.76666667,0.323036187
07/09/2013,Grand.Rapids,Squeaky,0006A94137,N,MYLU,A,M,NR,11.4,39,0.292307692
07/09/2013,Grand.Rapids,Squeaky,0006A94178,N,MYLU,A,F,NR,11.2,37.23333333,0.30080573
07/09/2013,Grand.Rapids,Squeaky,0006A941E3,N,MYLU,A,M,NR,12.8,38.4,0.333333333
07/09/2013,Grand.Rapids,Squeaky,0006A94458,N,MYLU,A,M,NR,13.1,39.06666667,0.335324232
07/09/2013,Grand.Rapids,Squeaky,0006A94631,N,MYLU,A,F,NR,10.9,38.03333333,0.28659071
07/09/2013,Grand.Rapids,Squeaky,0006A94632,N,MYLU,A,M,NR,10.2,37.83333333,0.269603524
07/09/2013,Grand.Rapids,Squeaky,0006A94641,N,MYLU,A,M,NR,15.9,38.56666667,0.41227312
07/09/2013,Northwestern.Ontario,Richard.Lake,0006A94663,N,MYLU,A,M,NR,13,37.16666667,0.349775785
07/09/2013,Grand.Rapids,Squeaky,0006A946A0,N,MYLU,A,F,NR,12.2,37.48333333,0.32547799
07/09/2013,Grand.Rapids,Squeaky,0006A946B2,N,MYLU,A,F,NR,13.8,40.06666667,0.344425957
07/09/2013,Grand.Rapids,Squeaky,0006A94914,N,MYLU,A,M,NR,10.7,37.35,0.28647925
07/09/2013,Grand.Rapids,Squeaky,0006C74AE2,N,MYLU,A,M,NR,10.9,38.98333333,0.27960667
07/09/2013,Northwestern.Ontario,Richard.Lake,0006C753F3,N,MYLU,A,F,NR,11.3,37.23333333,0.303491495
07/09/2013,Grand.Rapids,Squeaky,0006C754C6,N,MYLU,A,M,NR,12.7,37.01666667,0.343088699
07/09/2013,Grand.Rapids,Squeaky,0006C755E8,N,MYLU,A,F,NR,14.7,37.98333333,0.387011847
07/09/2013,Grand.Rapids,Squeaky,0006C75876,N,MYLU,A,M,NR,12.4,36.96666667,0.335437331
07/09/2013,Grand.Rapids,Squeaky,0006C75B9C,N,MYLU,A,M,NR,13.4,37.4,0.35828877
07/09/2013,Grand.Rapids,Squeaky,0006C769F3,N,MYLU,A,F,NR,13.3,39.1,0.340153453
07/09/2013,Northwestern.Ontario,Richard.Lake,0006C76A80,N,MYLU,A,M,NR,11.1,37.8,0.293650794
07/09/2013,Grand.Rapids,Squeaky,0006C76FF4,N,MYLU,A,F,NR,12.5,38.76666667,0.32244196
07/09/2013,Grand.Rapids,Squeaky,0006C77189,N,MYLU,A,M,NR,11.1,37.53333333,0.295737123
07/09/2013,Grand.Rapids,Squeaky,0006C77630,N,MYLU,A,F,NR,10.8,37.93333333,0.284710018
07/09/2013,Grand.Rapids,Squeaky,0006C777B0,N,MYLU,A,M,NR,8.3,37.76666667,0.219770521
07/09/2013,Grand.Rapids,Squeaky,0006C77CD5,N,MYLU,A,F,NR,15.9,39.06666667,0.406996587
07/09/2013,Grand.Rapids,Squeaky,0006C78083,N,MYLU,A,F,NR,15.4,40.1,0.3840399
07/09/2013,Grand.Rapids,Squeaky,0006C7CBFD,N,MYLU,A,F,NR,13.5,38,0.355263158
07/09/2013,Grand.Rapids,Squeaky,0006C83F93,N,MYLU,A,M,NR,14.3,37.86666667,0.377640845
