"ch" "GR" "weight" "FA" "BCI" "sex" "ageclass"
"0010000" "FA" 10.3 38.65 0.266494179 "F" "A"
"1000000" "FA" 9.62 37.89 0.253892848 "F" "A"
"1101110" "FJ" 8.55 38.00666 0.224960573 "F" "J"
"1100000" "FA" 8.83 37.40666667 0.236054179 "F" "A"
"1000000" "FA" 11.9 38.51 0.309010647 "F" "A"
"1000000" "MJ" 8 38.32333333 0.208750109 "M" "J"
"1101110" "MJ" 8.08 39.645 0.203808803 "M" "J"
"1000000" "MJ" 8.42 39.43 0.213542988 "M" "J"
"0100000" "FA" 9.5 39.11666667 0.24286323 "F" "A"
"0100000" "MA" 11.6 40.20666667 0.288509368 "M" "A"
"0100000" "FA" 10.1 39.25 0.257324841 "F" "A"
"0100000" "MJ" 8.7 35.36666667 0.245994345 "M" "J"
"0100000" "FA" 10.9 39.08 0.278915046 "F" "A"
"0100000" "MA" 8.4 38.30666667 0.219282979 "M" "A"
"0010000" "MA" 9.8 38.58 0.254017626 "M" "A"
"0010000" "FA" 9.8 39.22 0.249872514 "F" "A"
"0010000" "FA" 10.2 35.6 0.286516854 "F" "A"
"0010000" "FA" 9.5 37.66666667 0.252212389 "F" "A"
"0010000" "MA" 8.6 35.96666667 0.239110287 "M" "A"
"0000010" "FA" 9.5 39.56666667 0.240101095 "F" "A"
"0000010" "MA" 9.7 38.26666667 0.253484321 "M" "A"
"0000001" "FA" 12 37.86666667 0.316901408 "F" "A"
"0000001" "MA" 10.2 40 0.255 "M" "A"
"0100000" "MA" 9.1 39.49 0.230438086 "M" "A"
"0110000" "FA" 8.6 39.353333335 0.2185758805 "F" "A"
"0100000" "FA" 9.8 38.73 0.253033824 "F" "A"
"1000000" "MA" 9.14 36.61 0.249658563 "M" "A"
"0000010" "MJ" 7.9 37.36666667 0.211418376 "M" "J"
"0010000" "MA" 10.9 38.3 0.2845953 "M" "A"
"0001000" "MA" 7.8 37.56666667 0.207630878 "M" "A"
"1000000" "FA" 9.55 40.175 0.237710019 "F" "A"
"0010000" "MA" 11.8 37.03333333 0.318631863 "M" "A"
"1000000" "MA" 9.24 37.53666667 0.246159311 "M" "A"
"1011000" "MA" 13.0633333333333 36.7233333333333 0.355976611 "M" "A"
"1000000" "FA" 9.38 37.33 0.251272435 "F" "A"
"1000000" "FJ" 8.49 38.38 0.221208963 "F" "J"
"1000000" "FJ" 8.48 38.065 0.222776829 "F" "J"
"1000000" "FA" 11.55 40.03 0.2885336 "F" "A"
"1000000" "FJ" 9.34 38.54 0.242345615 "F" "J"
"1000000" "FJ" 8.55 37.6 0.227393617 "F" "J"
"1000000" "MA" 9.06 38.51 0.235263568 "M" "A"
"1000000" "MA" 9.48 39.96 0.237237237 "M" "A"
"1101110" "FA" 8.52 37.445 0.227533716 "F" "A"
"1000000" "MJ" 8.25 38.15 0.216251638 "M" "J"
"0010000" "MA" 8.4 39.15 0.214559387 "M" "A"
"1000000" "FA" 9.88 38.74 0.255033557 "F" "A"
"1000000" "MJ" 7.92 38.05 0.208147175 "M" "J"
"1000000" "FJ" 9.63 38.04 0.253154574 "F" "J"
"1000000" "MA" 9.19 37.51 0.245001333 "M" "A"
"1000000" "FA" 9.43 38.5566 0.244575507 "F" "A"
"1000000" "MA" 7.93 37.84 0.209566596 "M" "A"
"0010000" "FA" 14.1 38.63333333 0.364969802 "F" "A"
"0000100" "MJ" 9 37.56666667 0.23957409048451 "M" "J"
"0010000" "MA" 11.3 37.13333333 0.304308797 "M" "A"
"0011100" "MA" 13 38.1 0.341207349 "M" "A"
"0000100" "FJ" 9.4 39.43333333 0.238377007627927 "F" "J"
"0001100" "FA" 8.2 37.16666667 0.220627803 "F" "A"
"0001000" "FA" 9.4 38.03333333 0.247151621 "F" "A"
"0001000" "FA" 8.5 39.23333333 0.216652506 "F" "A"
"0011100" "MA" 12.7 39.11666667 0.324667054 "M" "A"
"0001110" "MA" 8.3 39.33333333 0.211016949 "M" "A"
"0010110" "MA" 11.7 39.38333333 0.297079983 "M" "A"
"0001110" "MA" 8.2 38.56666667 0.212618842 "M" "A"
"0001000" "FA" 9.5 38.1 0.249343832 "F" "A"
"0011000" "FA" 10.15 38.18333333 0.2657735135 "F" "A"
"0000100" "FA" 9.2 38.2 0.240837696335079 "F" "A"
"0011100" "FA" 14 39.46666667 0.35472973 "F" "A"
"0001000" "FA" 9.7 39.2 0.24744898 "F" "A"
"0001110" "MA" 7.6 37 0.205405405 "M" "A"
"0000100" "FJ" 9.5 39.2 0.24234693877551 "F" "J"
"0010000" "MA" 9 40.2 0.223880597 "M" "A"
"0000001" "FA" 9.2 37.7 0.24403183 "F" "A"
"0000100" "MJ" 8.1 38.3 0.211488250652742 "M" "J"
"0011000" "MA" 9.1 39.366666665 0.2315236285 "M" "A"
"0011110" "MA" 11.9 36.46666667 0.326325411 "M" "A"
"0011000" "MA" 11.6 37.2 0.311827957 "M" "A"
"0000100" "MA" 7.2 35.33333333 0.203773584924884 "M" "A"
"0010000" "MA" 11.1 36.3 0.305785124 "M" "A"
"0010000" "MA" 11.4 38 0.3 "M" "A"
"0010000" "MA" 11.7 38 0.307894737 "M" "A"
"0000001" "MA" 8.6 37.56666667 0.228926353 "M" "A"
"0010000" "FA" 13.5 39.96666667 0.337781485 "F" "A"
"0000010" "FA" 9 37.93333333 0.237258348 "F" "A"
"1000000" "MJ" 7.2 36.685 0.196265504 "M" "J"
"1000000" "MJ" 9.15 37.49 0.244065084 "M" "J"
"1000000" "FJ" 8.32 38.135 0.218172283 "F" "J"
"1000000" "MJ" 7.26 36.72 0.197712418 "M" "J"
"1000000" "MJ" 7.56 39.03666667 0.193664077 "M" "J"
"1000000" "FA" 10.63 38.125 0.278819672 "F" "A"
"1011100" "MA" 9.5 37.931666665 0.250547736 "M" "A"
"1000000" "FJ" 9.61 39.60333333 0.242656342 "F" "J"
"1000000" "MA" 8.66 38.15 0.226998689 "M" "A"
"1000000" "MJ" 7.91 37.48333333 0.211027123 "M" "J"
"1000000" "MJ" 8.65 39.785 0.217418625 "M" "J"
"1000000" "MJ" 8.07 38.675 0.208661926 "M" "J"
"1000000" "MJ" 6.71 35.735 0.187771093 "M" "J"
"1110100" "MJ" 8.11 38.78 0.209128417 "M" "J"
"1000000" "MA" 10.7 39.72 0.2693857 "M" "A"
"1000000" "MA" 10.08 39.51 0.255125285 "M" "A"
"1000000" "FJ" 10.25 38.955 0.263124118 "F" "J"
"1101010" "MJ" 7.71 35.505 0.217152514 "M" "J"
"1000000" "MA" 8.26 38.08 0.216911765 "M" "A"
"1000000" "FA" 9.73 38.7 0.251421189 "F" "A"
"1000000" "FJ" 9.31 38.055 0.244645907 "F" "J"
"1000000" "FJ" 9.92 39.54 0.25088518 "F" "J"
"1000000" "MJ" 9.25 39.615 0.233497413 "M" "J"
"1100000" "MA" 6.3 38.995 0.161559174 "M" "A"
"1010100" "MJ" 12.2333333333333 38.97777778 0.313957330333333 "M" "J"
"1000000" "FA" 8.48 38.63 0.219518509 "F" "A"
"1001100" "MJ" 8.725 36.568333335 0.23858245 "M" "J"
"1110000" "MA" 6.26 37.73 0.165915717 "M" "A"
"1000000" "MJ" 7.28 37.05 0.196491228 "M" "J"
"1000000" "MJ" 10.21 39.065 0.261359273 "M" "J"
"1011100" "MA" 8.5 38.335 0.22172949 "M" "A"
"1000000" "MA" 8.99 37.8 0.237830688 "M" "A"
"1000000" "FJ" 7.9 38.95 0.202824134 "F" "J"
"1101100" "MJ" 6.95 37.99 0.18294288 "M" "J"
"1011110" "MJ" 9.385 38.063333335 0.247068043 "M" "J"
"1000000" "MA" 8.16 38.725 0.210716591 "M" "A"
"1001100" "FA" 9.305 39.4325 0.2359236345 "F" "A"
"1000000" "MA" 7.99 39.28666667 0.203376888 "M" "A"
"1000000" "MJ" 6.51 38.955 0.167115903 "M" "J"
"1000000" "MJ" 7.43 37.995 0.195552046 "M" "J"
"1100000" "MJ" 7.99 39.17 0.20398264 "M" "J"
"1011110" "MJ" 8.68 37.155 0.233615933 "M" "J"
"1000000" "FJ" 8.13 39.29 0.206922881 "F" "J"
"1000000" "MJ" 7.11 36.64333333 0.194032566 "M" "J"
"1000000" "MJ" 8.54 36.065 0.236794676 "M" "J"
